agent,lat,lon,customer,txn,price
60999,22.8005167,89.5868564,1,2,46.0
9796,24.9471567,92.1553606,1,4,225.0
29726,22.8029711,89.5865855,1,1,32.0
2631,24.8779824,91.8956435,1,1,32.0
78794,24.9497527,92.1581764,1,1,32.0
100096,22.9061033,91.1663878,4,5,226.0
32452,24.8351616,91.8194919,4,13,519.0
38727,24.7020848,91.7315511,2,2,84.0
60268,22.794442,91.1704086,1,1,64.0
68917,24.1751734,88.9770195,2,2,42.0
66566,22.3003228,91.7797291,9,10,625.0
39191,22.3023179,91.7914905,21,33,1647.0
11777,23.9340971,90.5968702,5,6,303.0
83870,24.1737867,90.4228823,1,2,67.0
4101,22.3064787,91.7903213,12,25,1481.0
14399,24.1061349,90.1723972,1,1,27.0
23464,26.3116843,88.4906237,3,7,459.0
39475,21.9762834,92.0746398,1,12,252.0
49862,24.388185,90.3780445,3,4,160.0
24076,21.9718376,92.0644229,1,1,21.0
54122,24.3843697,90.3773654,2,3,91.0
78088,23.8927109,90.4239822,3,3,135.0
10315,23.7726602,90.371562,1,1,21.0
16700,22.3516082,91.7828862,2,6,378.0
49361,24.28647,90.3952617,4,5,375.0
38004,24.0815573,90.3573241,3,3,227.0
17997,22.3516,91.7834585,2,3,87.0
96559,22.3566868,91.7830111,12,29,1069.0
61561,22.351691,91.7834449,3,7,153.0
4841,23.6795918,90.44209,1,1,59.0
2946,22.3533516,91.7818448,2,2,148.0
48692,24.249962,90.4005408,3,3,230.0
47109,23.7138602,90.4018208,2,6,439.0
45370,23.6560932,90.3552772,3,3,140.0
47324,22.3446486,91.8011815,15,59,5391.0
56786,23.7402795,90.5258711,8,8,559.0
44080,22.3345051,91.8305132,4,4,193.0
31781,23.6880024,90.5621449,4,4,200.0
83030,22.3384782,91.8127572,1,1,59.0
32825,25.7092934,89.2610591,2,3,153.0
92184,23.1775309,89.1915143,1,1,59.0
67996,23.1788882,89.2163106,3,4,211.0
53828,23.1806113,89.2143846,4,11,2218.0
67862,22.2996275,91.8904637,4,13,619.0
13179,22.9410626,90.9107617,1,1,59.0
50493,22.3445728,91.796653,4,4,129.0
85333,24.0059172,90.3173507,1,2,63.0
83408,23.9645312,90.2971889,1,1,59.0
49916,25.6068995,88.6361444,3,3,93.0
14121,25.0129293,89.3684881,2,2,53.0
63463,22.3527724,91.7885584,1,1,49.0
36953,24.6999318,89.4013396,1,1,49.0
18213,24.8680664,89.3319596,1,1,59.0
95835,22.3630041,91.7805694,19,21,1272.0
754,24.4299831,89.5470472,5,7,308.0
101469,24.2495013,89.9118427,3,3,87.0
65519,24.848381,89.3715994,4,5,192.0
53814,24.8327484,89.0745837,1,1,59.0
63579,22.3818118,91.8604453,5,7,402.0
28966,23.9923882,90.3788974,5,5,361.0
38235,24.0002127,90.2522105,1,1,19.0
73383,25.7010621,89.1529784,1,2,25.0
33791,25.7385884,89.2270613,1,1,20.0
99670,22.8352878,89.5289785,1,8,200.0
22700,24.9108805,91.7907986,1,3,90.0
66594,25.7192331,89.1369025,1,2,40.0
28157,24.9126487,91.7887296,1,1,19.0
51636,25.7105308,89.1573535,1,1,20.0
71386,22.8366711,89.5197097,1,2,40.0
16926,25.7507759,89.2469161,3,3,43.0
75439,24.852206,89.1329334,1,5,273.0
20348,22.4865042,90.0625649,1,3,115.0
13607,23.8861512,90.3182006,2,6,167.0
76182,23.7886794,90.4421581,1,2,91.0
60470,24.852206,89.1329334,1,1,27.0
9862,24.8787416,89.1815791,3,4,326.0
8393,24.8723625,89.1792245,1,3,278.0
28055,24.875827,89.1729437,1,1,99.0
76282,24.8761386,89.1732086,3,5,189.0
98901,24.8169963,89.1374015,1,1,24.0
34648,22.4845531,90.0624688,1,2,54.0
72694,22.4856381,90.0599,1,1,49.0
3039,23.7709572,90.3938689,1,1,10.0
22898,22.3541482,91.8389899,1,2,20.0
74881,23.7330275,90.4194533,1,1,10.0
70297,23.7135403,90.4187474,1,2,25.0
79741,22.3529459,91.8386615,1,1,19.0
32686,22.3649136,91.9675125,1,1,15.0
64720,23.7215764,90.4213552,1,5,65.0
44327,22.3425136,91.8032728,2,3,57.0
12288,23.7323714,90.4158145,1,1,10.0
23931,23.7746626,90.3995355,2,3,39.0
39985,22.3576224,91.8374775,2,2,49.0
83217,23.7340559,90.4171631,1,1,10.0
39497,23.7794866,90.3988298,2,2,69.0
1236,22.3561303,91.8388574,1,2,20.0
11961,23.7324953,90.4183182,1,1,19.0
11305,23.043937,88.8983061,13,17,732.0
83700,22.389371,91.7584965,1,1,24.0
103188,22.3612013,91.8034563,1,1,24.0
72390,22.3803504,91.7662297,3,3,132.0
51063,22.394311,91.7615309,5,18,1159.0
99506,23.0625639,91.3611103,9,9,660.0
49111,24.8920923,91.8722415,2,3,91.0
25209,22.3833613,91.766364,5,5,255.0
33939,24.8283558,89.3541818,4,6,248.0
83812,22.6776655,91.7958733,2,9,509.0
64700,23.7806081,90.4000147,2,3,179.0
27737,22.6317704,91.8005434,1,4,176.0
57493,23.7752936,90.3969081,2,3,148.0
73638,22.695377,91.7908609,2,2,59.0
45732,23.7098241,90.4844523,1,4,277.0
9912,22.6918815,91.7904691,2,5,181.0
4770,22.328957,91.8323551,2,2,83.0
50339,23.7074319,90.4995226,1,4,309.0
71939,23.7805524,90.3999434,2,6,187.0
20320,23.7164809,90.4968019,1,1,49.0
103395,22.8360025,91.2258146,1,1,47.0
79261,23.9357944,90.2761656,3,3,121.0
109711,22.3528937,91.7848573,6,20,977.0
95544,23.6910709,90.5095455,3,3,165.0
44702,23.6961786,90.4345993,3,4,196.0
70396,22.4092382,91.7540364,1,1,47.0
1850,23.6912032,90.5468992,8,16,846.0
80797,23.8377643,90.3677316,2,3,160.0
11652,25.8272969,89.2009116,1,3,57.0
70415,25.8437067,89.20927,1,10,268.0
28116,25.8355975,89.1486883,2,2,60.0
64507,24.8636066,90.0310489,2,2,129.0
84537,23.8255326,90.3735609,1,1,20.0
99635,23.8287027,90.3632529,1,1,30.0
15795,24.7709723,90.3865826,1,1,29.0
42169,23.617013,90.5015871,1,1,25.0
54622,22.3860341,91.8036204,3,5,1615.0
97169,24.9107596,91.852715,1,1,1000.0
93396,24.0922175,90.1864929,1,1,250.0
2440,24.2609922,89.6999483,1,1,10.0
91596,25.9188464,89.450818,1,1,10.0
85340,23.8387888,90.2983381,1,1,10.0
36556,23.8465178,90.249262,1,1,10.0
46499,24.2124483,89.5791005,1,1,10.0
62690,23.5235011,90.1816851,1,1,10.0
13235,22.3523765,89.286688,1,1,10.0
22831,25.5742709,89.269452,1,1,10.0
75053,23.7361728,90.4865462,1,3,2210.0
35923,23.9332557,90.4648917,1,3,65.0
62403,25.0332119,89.0957425,1,1,10.0
78913,24.8754706,89.1811639,1,1,10.0
20712,22.3599551,91.8537752,1,1,14.0
1492,23.7048327,90.4524459,1,1,1000.0
106994,23.8363495,89.7807379,1,1,70.0
53411,22.0078206,91.9298591,1,1,40.0
68121,23.1835635,89.8752131,1,2,170.0
94156,24.33179,90.3781032,1,5,3819.0
37082,23.2287379,91.1606703,1,1,80.0
203,23.7629248,90.4134037,1,2,160.0
17707,23.4668958,89.4823398,1,2,1050.0
3298,25.6731694,89.4786009,2,8,999.0
21049,23.5756484,90.5103224,1,11,429.0
44557,23.5500358,90.4948989,2,8,580.0
55413,23.5757111,90.5102108,2,2,48.0
109046,23.5770438,90.5088015,2,2,71.0
16034,25.6733851,89.4823998,3,3,111.0
70735,22.3482872,91.7857045,1,3,297.0
40933,22.3379671,91.8441957,1,2,198.0
79183,22.3349424,91.7893385,3,11,432.0
101775,23.8029566,90.5693748,13,15,951.0
87274,24.0011637,90.3274948,5,5,371.0
58524,22.3330439,91.7891439,6,7,367.0
13223,24.1671933,90.419725,7,7,566.0
96552,23.989588,90.3716663,4,6,267.0
27143,22.6741558,89.106197,2,2,52.0
59585,23.7471029,90.4054002,1,1,307.0
78982,22.1546124,90.1094064,2,2,1097.0
74019,22.6734822,89.107725,1,4,94.0
56899,25.9248952,88.8674595,2,3,666.0
94758,25.9248952,88.8674684,1,3,636.0
82961,22.704363,89.079172,1,2,41.0
76713,23.7477062,90.4002967,2,3,662.0
17454,22.6861513,89.0950444,2,11,287.0
44041,23.9359521,90.6182737,9,27,2758.0
98829,22.8926247,91.674323,8,17,802.0
70564,24.0759424,89.068537,2,2,102.0
88475,23.9314732,90.6013237,1,1,27.0
4752,23.9635256,90.6210301,1,1,43.0
34695,23.3549193,91.1394654,7,7,337.0
30504,23.7243275,90.3759089,3,4,201.0
83587,23.7348207,90.3615482,3,6,235.0
72473,22.5361026,91.9179029,1,1,50.0
34960,23.2932203,91.900019,2,4,62.0
67052,23.2928278,91.9003276,3,13,364.0
25303,23.1054419,91.9822474,1,2,68.0
101571,24.7739576,90.1635516,1,6,177.0
18893,23.2933403,91.9004238,1,2,38.0
27496,23.2928278,91.9003276,3,3,91.0
22105,24.7741558,90.1637274,1,1,29.0
50622,23.8944584,90.7296399,1,1,49.0
96557,22.651871,92.17926,21,122,4703.0
50283,22.6555189,92.1571498,3,3,97.0
68122,22.3509123,91.7719024,1,1,42.0
45322,22.3642039,91.7955858,2,14,460.0
94868,26.0279951,89.013384,1,2,70.0
78296,25.9248945,88.8674587,1,1,50.0
2590,23.7860838,90.3394104,1,1,14.0
23349,22.3492143,91.8518201,1,7,118.0
58050,23.7729587,90.3491198,3,7,305.0
88750,22.3407536,91.8430999,1,1,14.0
95022,23.7952253,90.3586683,1,1,76.0
73762,23.7721478,90.345903,2,2,176.0
40063,26.0315956,88.42047,6,26,941.0
52055,22.3492143,91.8518201,1,1,14.0
43843,23.7708828,90.3457502,1,1,24.0
20329,23.4381362,89.6655297,1,1,14.0
13396,23.9414592,90.6190031,7,9,620.0
91011,22.6886466,90.4889569,4,4,266.0
7813,24.8174581,88.9331646,1,1,38.0
13103,23.8016991,89.2789029,1,1,37.0
31635,22.915083,89.512989,1,1,14.0
109009,24.2704664,91.3792135,2,2,92.0
89838,23.9617997,90.6207242,2,4,299.0
496,23.7664967,89.7809025,2,2,28.0
101515,24.0848524,89.0844739,2,2,83.0
16424,24.2980623,89.084611,7,7,447.0
75162,25.8012858,89.1835233,3,5,222.0
82596,22.4850282,91.7196695,1,1,24.0
49113,23.7022456,89.6533148,4,4,321.0
48442,23.8959575,90.3978749,5,6,452.0
64983,22.5648595,91.6851518,32,42,3529.0
57737,22.3495393,91.7823976,8,10,583.0
37006,22.3704312,91.7625136,19,93,5499.0
43163,22.3858015,91.8034017,5,9,258.0
41372,22.3858809,91.8025471,3,7,145.0
18171,22.384699,91.8137916,1,1,49.0
30725,22.3819495,91.8084229,1,1,19.0
33232,25.5903997,89.5926556,1,4,138.0
81794,22.3333571,91.8363124,8,14,503.0
37625,22.3722444,91.8153723,4,6,339.0
16633,22.3716104,91.8134967,1,2,28.0
65883,22.3862941,91.7957893,1,1,24.0
15073,22.3977236,91.8252141,1,1,69.0
22515,24.0076523,90.4150968,1,1,78.0
57875,22.2735315,91.7847161,3,3,132.0
77633,22.2733751,91.7851252,4,9,356.0
81840,22.2958479,91.7906746,12,15,818.0
70517,22.3335965,91.810641,1,1,59.0
104710,24.2594947,90.3876218,15,27,1598.0
59494,23.9702406,90.2955895,1,1,59.0
66589,22.3322876,91.8095851,1,1,59.0
14598,21.6875882,92.1001217,1,1,8.0
69312,21.6816322,92.0783173,4,6,140.0
105295,21.6847179,92.0936399,2,18,626.0
96891,21.68127,92.0783538,5,13,336.0
65335,23.5594548,90.6558057,2,2,459.0
64608,23.7848701,90.5721651,1,1,199.0
59962,23.1619562,89.2339183,3,4,249.0
45851,23.8544332,90.674216,2,2,221.0
17282,23.896359,90.3990168,11,16,1134.0
42151,22.8738078,91.1275051,1,1,49.0
102738,24.0994063,90.1029725,3,3,258.0
100001,23.5466276,90.6811612,3,3,206.0
98920,23.7180017,90.5721872,4,4,207.0
78073,24.1905265,89.1372416,4,4,311.0
55997,24.3194305,89.1674746,21,26,1602.0
42572,24.1712262,89.1391372,4,4,295.0
108521,22.6354655,90.3418454,2,2,123.0
26282,22.2835937,91.7846945,1,1,29.0
19059,22.3145174,91.8004534,19,29,1207.0
74753,24.335911,90.3919177,6,8,591.0
68554,24.0500632,90.3893793,4,4,205.0
109208,24.095664,90.1694057,8,17,770.0
916,23.9788114,90.2636342,2,3,142.0
11684,23.9815961,90.2669277,17,41,2206.0
29360,24.0249032,90.2759128,3,3,187.0
30058,23.986122,90.2210285,6,8,358.0
6251,23.9407631,90.3848854,3,4,137.0
101967,24.0265216,90.2764281,4,11,710.0
76175,24.0345281,90.2521576,7,14,911.0
66832,22.4709821,91.7273573,13,15,551.0
82421,21.5344822,91.9429223,4,33,1515.0
41054,21.666702,91.9205956,1,1,57.0
72639,21.6802337,91.9228766,3,5,232.0
24765,21.6667664,91.9206165,4,10,349.0
72159,22.5711283,90.1434039,1,7,201.0
3420,21.4273556,91.9744322,3,10,265.0
72738,21.420278,91.9834665,1,1,32.0
102514,23.828456,90.4153372,1,1,32.0
9146,21.4267899,91.972742,1,1,26.0
28973,21.4282979,91.9775143,1,1,29.0
100942,22.6469346,92.1937186,12,59,2511.0
52292,24.6328953,90.2711223,1,1,47.0
72667,22.6667976,92.3867617,1,1,47.0
90028,22.6497504,92.1949951,7,31,1131.0
39310,22.3568217,91.8374792,3,10,182.0
41256,22.3160146,91.9051816,1,1,24.0
47033,22.3329266,91.8367112,4,4,204.0
28242,23.7543824,90.4070695,1,1,20.0
74618,23.6489635,90.4707034,1,1,47.0
49380,23.6919736,90.4019449,3,4,147.0
24800,23.6447001,88.8411428,1,1,50.0
66288,23.7537732,90.4065681,1,1,20.0
103079,23.1670284,90.3526254,1,1,20.0
26909,23.7098126,90.4034644,4,4,234.0
45164,24.8920968,91.8722465,2,3,146.0
89583,24.2940817,91.5317195,1,1,47.0
16815,23.7098582,90.4033059,7,16,635.0
96253,23.0757933,90.3787638,1,1,64.0
30439,22.4777615,91.7207547,2,2,113.0
12558,22.2581266,91.7841264,1,1,24.0
104846,24.4750714,90.3858283,28,42,2380.0
89281,22.3891944,91.7562271,2,3,189.0
22860,23.9892557,90.3612948,6,6,294.0
66820,22.3515991,91.785431,12,24,1284.0
40048,23.1144464,91.0780867,1,1,99.0
57068,23.7194685,90.5740041,2,2,198.0
87227,23.7560234,90.3943991,4,4,181.0
37773,23.9933521,90.2561567,3,4,354.0
107437,24.0895259,90.1856138,1,1,160.0
78788,23.6242863,90.4827519,3,4,107.0
3463,23.6327291,90.4776805,3,3,57.0
18821,23.6245688,90.4774068,3,11,506.0
28263,23.6312582,90.4977637,1,1,29.0
52349,24.9501533,89.888175,1,1,29.0
54170,23.6217467,90.474421,3,13,562.0
59765,23.6246773,90.4790275,10,24,606.0
54216,22.9993406,89.817793,1,1,50.0
73821,23.4203529,91.1687319,9,10,533.0
65769,23.8943823,90.4210497,1,4,256.0
70139,24.1256878,90.3851496,5,11,773.0
87160,22.3196369,91.8052494,2,3,149.0
62391,23.9052439,90.380327,1,1,64.0
8463,23.9892507,90.384757,3,3,121.0
53308,23.921055,90.3859467,6,6,324.0
63986,23.8020157,90.261006,6,9,478.0
21126,23.937998,90.3982413,1,1,64.0
66865,22.1096012,91.9184476,1,14,463.0
37979,23.7759577,90.3964423,2,5,328.0
105004,23.778433,90.3985421,3,4,132.0
78223,23.7779024,90.3965697,2,5,229.0
31609,22.4255448,91.9106601,1,1,100.0
103480,22.1025563,91.9204177,1,1,19.0
66781,22.3531869,91.8385947,1,1,49.0
38995,23.7359397,90.4079037,1,1,49.0
69370,22.0920561,91.9261825,1,1,19.0
47729,22.6660427,92.1670291,1,4,89.0
30560,22.6486633,92.1600189,1,5,132.0
99940,22.6533674,92.15101,1,1,19.0
95294,22.6617997,92.1686784,1,4,77.0
75860,22.6517881,92.1577638,1,1,19.0
14257,23.8899747,90.3224142,1,1,24.0
52535,23.6976654,90.5091534,2,2,123.0
70037,23.9489194,90.2746502,5,5,281.0
40182,23.6480713,90.5098043,1,1,24.0
109730,23.8954528,90.4164801,2,2,123.0
26052,23.714053,90.4253747,9,20,822.0
93984,21.4191344,91.9826687,2,2,158.0
77075,21.4323781,92.0004568,1,2,118.0
103289,23.7099297,90.4279332,7,17,579.0
29283,23.714431,90.4288847,8,14,572.0
66795,23.8290366,90.4196668,2,2,48.0
8634,23.9883458,90.3878428,9,10,824.0
23322,23.7664943,90.3948413,2,3,107.0
60144,23.6863037,90.4685677,1,1,68.0
76021,22.7970737,91.1300551,2,4,217.0
58816,23.8654553,90.417866,2,3,615.0
108547,25.2810425,89.3556664,3,12,385.0
30219,23.6203026,90.5015094,2,4,73.0
93136,25.3311117,89.548913,1,1,30.0
53996,23.8341955,90.5421131,3,3,105.0
41711,25.780477,89.3092379,1,1,30.0
51723,25.2843259,89.3515761,2,4,128.0
4284,24.00517,90.652784,4,12,567.0
43096,23.8481949,90.6771016,1,2,118.0
99735,23.8513121,90.6740485,2,9,1815.0
69210,23.6265093,90.4887308,2,11,350.0
53851,23.6232271,90.4788385,8,12,573.0
98088,23.6210858,90.4817316,7,14,621.0
55195,21.2850037,92.1429102,1,3,57.0
2776,23.7639897,90.3605392,1,2,40.0
80888,23.7682371,90.3650169,1,2,38.0
61983,23.7671326,90.3640966,1,1,19.0
13551,23.7672668,90.3646235,1,6,118.0
80912,23.7649469,90.3605899,1,1,20.0
34996,26.1498389,88.9199951,3,13,378.0
50225,23.8080442,90.2510053,1,4,83.0
76769,23.7827252,90.3438847,5,40,1103.0
80346,23.8148354,90.2512562,1,1,30.0
41447,23.8098234,90.2501176,2,2,87.0
41676,23.8442701,90.253433,5,8,377.0
76156,23.6642244,90.4637657,6,9,502.0
86130,22.9898383,90.7315305,1,1,100.0
44303,22.449065,91.7347885,4,7,1067.0
41049,22.9855005,91.4128522,8,13,831.0
70201,23.6157759,90.4943367,1,4,136.0
6311,23.6138711,90.5023927,1,1,29.0
106209,23.6168914,90.50149,3,3,145.0
89235,23.7216999,90.4081439,1,1,39.0
98290,23.6191348,90.4926963,1,1,39.0
58631,23.8048138,90.2513365,1,14,1386.0
22553,23.7935835,90.2712739,2,3,162.0
67691,23.2219186,91.3147034,5,6,351.0
98538,22.8169071,89.5698421,1,1,64.0
26169,24.7495675,89.1380483,1,2,128.0
64107,25.1037434,89.0286893,2,6,320.0
102355,24.8872487,89.1795215,1,1,64.0
94382,22.6028787,89.8880765,1,1,64.0
77337,24.7663743,89.3960602,1,1,64.0
94526,22.6059009,89.8498824,1,2,128.0
499,23.5424896,89.1829749,1,1,64.0
59714,22.6020268,89.8872984,2,2,103.0
99823,24.8596161,89.4005155,3,3,121.0
68873,25.0160747,89.0553215,1,1,64.0
67450,24.6002594,88.2789521,2,2,140.0
57440,24.0211014,89.0160621,8,8,509.0
24986,22.60325,89.8863228,4,6,439.0
25311,23.1303076,89.3006809,4,5,271.0
50303,24.8581606,89.3725677,1,1,64.0
37064,24.8518434,89.3489011,3,3,147.0
64278,22.6032502,89.8866151,1,1,64.0
76145,23.9534607,90.3763401,1,1,99.0
40710,24.0360463,90.2659343,2,2,67.0
89571,24.0391134,90.2627535,3,3,222.0
13979,23.9774745,90.3815908,3,3,185.0
97292,24.0408645,90.2596046,5,8,330.0
46800,22.4534236,91.7325909,9,10,639.0
29287,22.4786609,92.1269161,2,12,482.0
45152,23.7512186,90.3785348,3,3,109.0
16915,23.7582252,90.3886133,1,1,70.0
60048,22.3664244,92.253039,3,5,242.0
21670,23.7579731,90.3910459,2,4,179.0
41632,22.4787007,92.1273796,4,10,436.0
17896,22.3630179,92.2570388,2,3,89.0
73326,22.3773615,91.8503839,1,1,14.0
56253,22.3799347,91.8441645,1,1,55.0
7719,23.7579704,90.3910437,2,2,140.0
64930,23.6320152,90.4840467,4,21,693.0
46461,24.1679458,89.6896324,2,10,313.0
898,23.6361736,90.4846318,2,10,231.0
1413,23.6148651,90.4839139,4,7,370.0
72487,24.0356092,90.2405478,3,3,87.0
10737,23.6152665,90.6104366,1,1,24.0
84094,23.6476229,90.5900073,2,3,87.0
6765,23.8444756,89.8002276,2,2,43.0
100311,23.6435788,90.3650708,2,2,123.0
24992,22.4255912,91.9224459,1,1,24.0
16849,22.3037809,91.7781355,1,1,14.0
71488,22.656511,90.6629193,4,6,227.0
36547,22.2805917,91.7804615,1,16,602.0
66089,22.293547,91.7854271,1,3,129.0
77103,22.278394,91.7838583,2,2,142.0
90928,22.2795874,91.7812884,1,1,24.0
72703,22.2740578,91.7812556,2,4,150.0
88869,22.2764103,91.7862679,7,16,649.0
95398,22.2773565,91.7858843,1,1,24.0
104053,23.6509172,90.4665018,4,7,218.0
39888,23.6210755,90.4692357,3,22,581.0
98051,23.7030347,90.5269959,10,21,1099.0
29544,23.6305021,90.4764119,1,1,59.0
34674,23.5709912,90.5214418,5,7,231.0
55754,23.6630266,90.4647052,1,1,24.0
60646,22.7470063,91.5574642,3,5,157.0
95598,23.6292854,90.4762221,4,17,446.0
13878,23.6735343,90.5185476,1,1,24.0
46873,23.7954151,90.3522989,14,18,837.0
29030,22.5860466,91.6744536,2,2,51.0
77867,23.6557479,90.4621693,1,1,27.0
102960,24.3703029,88.6082744,1,1,120.0
18069,25.4060526,88.9615467,1,5,233.0
32903,22.3872046,89.291103,1,1,30.0
28465,25.4201896,89.0002689,1,1,10.0
8140,24.7514928,90.3922273,1,1,70.0
57883,25.7752445,88.9068745,2,4,163.0
33254,23.9734354,91.1101168,1,1,70.0
16817,22.9589117,91.3327403,1,1,60.0
53004,26.2410316,88.7904962,2,2,122.0
105709,23.5298936,89.1720874,1,1,50.0
85733,22.4227317,90.54305,1,1,30.0
97222,23.9848382,90.3232391,1,4,149.0
38665,23.7368661,90.3893435,3,5,150.0
100286,23.6885618,90.5001228,1,1,27.0
31010,22.3916376,91.8149219,6,7,348.0
18883,24.1535323,90.4228359,2,2,142.0
68326,23.7223454,90.5064297,7,9,632.0
99455,23.4794232,91.0915129,4,4,227.0
66671,23.9871586,90.3114749,1,1,63.0
39902,23.9978237,90.253539,13,18,1186.0
54726,23.6264344,90.4886892,1,1,24.0
101983,23.9788397,90.3130722,4,7,210.0
96448,23.9914632,90.2962011,3,4,95.0
92057,23.880878,90.4346471,3,3,124.0
30065,22.6313094,91.6415378,1,1,63.0
23747,24.3781337,90.3695604,2,2,162.0
43378,22.4393671,91.7431062,3,3,147.0
3366,22.483371,91.7238914,1,1,63.0
7011,23.6012957,90.6204377,6,7,466.0
23081,24.4649083,89.5329608,16,27,1200.0
61469,24.0379154,91.0029834,2,3,104.0
4167,21.911592,90.1467476,1,4,271.0
84156,25.0723215,91.3966039,3,3,186.0
38093,21.9939439,90.2206947,3,10,258.0
6512,22.3598545,90.3504679,1,1,59.0
32953,22.3454078,90.3562273,1,1,24.0
75909,23.7065855,90.4054325,4,4,241.0
49457,23.9311296,90.5954241,5,7,352.0
74938,22.1690152,90.4191993,1,1,59.0
36473,21.8752507,90.1320955,1,1,59.0
78056,22.1705915,90.4285735,4,5,286.0
49843,23.2512621,90.86604,2,2,83.0
102763,22.3918289,90.4416882,1,1,24.0
106702,24.0459113,91.0140248,2,2,159.0
109373,23.6113429,90.5174511,6,10,508.0
19353,22.3529653,91.8166114,1,4,108.0
105434,24.2379507,90.4040684,5,6,222.0
93763,23.5110727,90.8742167,6,7,504.0
61982,23.5294361,90.9156524,1,4,108.0
71664,22.4701912,91.8167498,1,32,698.0
85599,23.7553758,90.3902763,1,1,30.0
7795,23.7554587,90.389153,1,5,331.0
100355,23.7537445,90.3877112,1,4,119.0
72957,23.7556453,90.3894371,2,2,54.0
102568,23.7581599,90.3859242,2,3,219.0
76092,23.7551086,90.3798374,1,1,30.0
109651,21.9411691,90.1704223,1,1,24.0
57200,22.7786268,89.5810156,1,1,14.0
18790,22.9300807,89.8029805,1,1,14.0
53339,22.8121516,89.5626529,3,14,426.0
29223,21.9534037,90.2222678,1,1,24.0
15250,24.7277024,90.4210729,1,1,24.0
62073,23.1602827,89.2239554,1,1,14.0
39819,23.1479162,89.2168425,1,1,14.0
45299,23.1436692,89.1924429,5,32,2055.0
80718,22.5478028,89.7596084,1,1,27.0
11072,23.0573883,88.9899255,3,3,107.0
80149,26.3461952,89.0224141,2,9,499.0
1151,23.7044924,90.6352146,2,2,98.0
83187,23.0741452,91.4244549,1,1,57.0
29433,26.3465462,89.022309,2,8,164.0
61775,23.7218588,90.5031769,3,5,304.0
27877,26.3462209,89.0224294,1,2,98.0
45247,23.7723621,90.4342002,1,1,39.0
54128,23.777303,90.4310574,1,6,244.0
70244,22.3105091,91.7759437,2,2,63.0
9554,23.7772665,90.4311719,1,2,78.0
18827,23.7110499,90.4274785,1,1,15.0
76884,23.7745538,90.3708631,2,4,155.0
22816,22.36013,91.8527288,1,1,49.0
46617,23.7095401,90.4290048,1,1,29.0
92854,23.7114558,90.4281704,1,1,29.0
64587,22.3587443,91.8475656,2,4,186.0
44920,22.3506923,91.8215841,3,4,148.0
105528,23.7291528,90.4240506,3,5,166.0
63644,24.1616831,89.4705248,1,1,59.0
15436,23.9010679,89.1258265,2,3,142.0
8831,22.6320492,90.6596907,10,11,683.0
49181,23.8456844,89.0974355,6,8,427.0
3465,23.5454786,89.1862423,4,4,240.0
16430,23.8451174,89.0979878,3,3,139.0
24618,23.0140825,89.8444641,1,1,59.0
20952,23.778042,89.4179289,2,2,158.0
28537,23.8455412,89.0960335,1,4,225.0
53314,22.624997,88.9908113,1,1,59.0
14451,24.6868839,92.1434114,1,1,9.0
35666,23.8835561,89.1001517,1,1,59.0
48735,22.6900215,90.3551303,1,1,59.0
31975,23.0646588,89.8400501,1,1,59.0
30750,22.6694277,88.9494458,6,7,335.0
101304,22.6691757,88.9491161,1,1,24.0
87990,25.7571342,88.6738437,4,4,120.0
71140,25.3299659,89.1143499,1,4,66.0
55005,22.6691766,88.9543237,4,5,162.0
27099,22.6199532,89.1491572,1,1,24.0
74595,22.7845773,89.5778706,2,2,41.0
48019,23.6191852,89.1838087,1,1,14.0
32095,23.0212024,89.4068229,3,4,146.0
17386,26.3217077,88.5533292,1,1,24.0
25386,23.6127091,89.183594,1,1,24.0
62415,26.0207176,89.0170338,5,25,1891.0
28737,23.1866497,89.1961559,1,2,2100.0
43048,23.2842653,89.3508939,1,2,218.0
54321,23.1657578,89.3604816,1,2,128.0
28049,23.7874895,88.6156265,1,2,680.0
93762,22.7210082,89.0686105,1,1,200.0
73174,22.8875597,90.4770764,1,2,3000.0
66810,24.6721071,89.409729,1,1,500.0
45189,23.7633089,88.63234,2,3,913.0
15728,24.8893145,89.3604904,1,2,650.0
42892,23.3749163,91.0539747,1,2,1040.0
27723,26.1141362,88.8539097,1,2,1700.0
95241,23.7841023,91.1327421,1,2,1040.0
44241,24.9228795,91.4980228,1,1,600.0
85050,24.2838411,88.7521224,1,2,290.0
39008,24.4477483,89.0986186,1,1,1000.0
63067,25.5443918,89.2870918,1,7,235.0
34160,22.732933,90.3317507,2,22,921.0
6929,22.7170286,90.3524483,1,15,648.0
27265,25.5391174,89.2838268,1,7,320.0
26100,25.5383646,89.2834486,1,2,290.0
42134,22.6915269,90.3546738,1,1,30.0
97980,23.7794135,90.4148901,2,2,158.0
106834,23.9898006,90.3028815,1,1,99.0
97740,23.8987972,90.410959,6,9,601.0
45316,22.4164924,91.7558592,25,27,1667.0
93080,23.8934648,90.4160661,4,4,255.0
10047,24.2999581,90.3736137,2,3,133.0
90948,22.5860781,90.6014155,2,5,215.0
105960,23.6300923,90.4805376,1,1,24.0
62733,24.1612353,90.4187598,3,4,194.0
50665,22.3023121,91.7773119,3,6,239.0
105299,23.7099427,90.4043054,7,18,788.0
8679,23.7163143,90.3797751,4,5,317.0
3768,23.7127644,90.3950162,3,3,102.0
